review,star,label,link_idx
Comfortable show but quantity in mesh material is lacking. Tongue ripped after 2 months of use. Unable able to return on amazon.,1,0,28
"Pros: Lightweight, comfortable, great fit, and most importantly they are amazingly breathable.

Cons: You will get rocks stuck in your shoe. The only safe place to run with these is indoor tracks or treadmills.
My image above is after a 3 mile run on a path the changed from pavement to gravel. The worst part, are the thin cracks that are super hard to cleanout.

Do not buy unless you only plan to use these indoors.",3,0,28
"Lightest, most-comfortable Nikes ever. I use these for casual wear; so I can’t speak as to how they would hold up for running. But for casual wear, they’re great! Especially for warmer temps. Full disclosure: This is my second pair (my first pair was from another retailer) and the only reason I hesitated this long to purchase another is that the first pair squeak while walking, depending on the floor surface (certain types of tile/linoleum/floor wax?). No problem with this pair thankfully though, oddly enough. Thought I should at least mention it as a possibility though. Overall, great shoes—love these even over the 2018 version.
Update (Oct 2019): This pair began to squeak shortly after purchase while walking too. I'm starting to believe it's just an (unacceptable) design flaw. Took off two stars for the squeaking while walking (it's that bad). Ended up purchasing a pair of New Balance 990v5's instead-- no squeaking while walking, AND better arch support (admittedly with inserts provided by 'Lucky Feet' shoe store)! I just use these Nike's for long-distance driving now.",3,0,28
"Standard for all my reviews: When reviewing products, I always remain objective and honest about the product or service. I always review with information that I feel others would like to know about the product as I always assume what I'm writing will influence for or against the purchase. I always try to go above and beyond surface characteristics and input into quality, value and application. Most importantly, I will always end the review with an answer as to whether I'd purchase the product again which I believe is the most critical question pertaining to the item. To manufacturers: Want me to review your items, just let me know!

I haven't been able to find my old Nike Flyknit shoes here on Amazon and have been on the hunt for fashionable, functional and light weight tennis/running shoes. When I go cheaper, I'm nearly always disappointed. After a lot of searching I landed on these. As is usually the case, some of the colors I want are out of stock in my size so I got the black/white combination, which is really more gray ... what I was looking for.

They are very light, almost a mesh material and fit perfectly. Looks-wise, they were very close to what I was looking for and I'm really pleased with how light they are and how well they fit. I'm not a runner (bad knees) but wanted something versatile to where for walking or just casually going out. Some have reported rocks getting stuck in the tread holes but I haven't had that issue myself.

Hearing that Nike is pulling out of Amazon, I'm inclined to purchase another set of these shoes but figured other resellers would sell through Amazon. Regardless, really happy with the look and functionality of these shoes. Exactly what I was looking for. A bit on the more expensive side but I've learned I have to get north of $100 to get the shoes that fit my desires.

Would definitely purchase these again!",5,1,28
"These shoes had been worn and returned by someone before I got them. Probably returned because of the incessant squeaking. But they are very, very comfortable and I will try buying another pair. Hopefully they will not have been worn and won't squeak!

OK, ordered a second pair hoping they had not been previously worn and didn’t squeak. Received them in two days from ordering. They had NOT even worn previously which is a plus. And they are very comfortable. However, and the reason I only gave them four stars is they are still very noisy. Squishing and squeaking with every step. You could not refer to these shoes as sneakers because you would never be able to sneak up on anyone with all the racket they make! But I love them anyway.",4,1,28
"I loved this shoe. I had gotten a pair of Free Runs a couple years back and needed another,so I got this pair and the tongue ripped 2 months in. They were extremely comfortable and I did everything I could to baby them. I would wipe them down after every use and sit in from of a fan to air dry. Never used more than 2 hours at a time and never gotten wet. Then one day I decide to slip them on and ***RIIIIIPPPPP*** the tail got ripped in half. A design flaw in an otherwise great shoe.",2,0,28
"Look these sneakers.
Exactly what i wanted got 2 pairs..",4,1,28
The shoes are very comfortable but I am upset about the 25 dollar increase on price when I returned the 9 and ordered the 9.5. To go from 113.00 to 137.00 seems like highway robbery. Also do not use these shoes on a small rock surface. The rocks get caught in the sole of the shoe.,4,1,28
"Got these for my son who has flat feet and is prone to foot pain if shoes are tight around the tendon at the back of his foot. These shoes are really light and the back are very flexible, so they are comfortable enough for him to stand at work all day. I've bought the women's version for my daughter who is in nursing with the same results. Fantastic shoes!",5,1,28
"Shoes look and fit right, however the bottom of the shoes is shapes so that small rocks and pebbles always gets stuck in them and while running you can feel these rocks and pebbles. I take them out, and they refill (see photo). Not a good design at all, otherwise the shoe is okay. I have an older pair of flynit nike shoes, and those were much better overall design.",1,0,28
"Shoes were fine. Fabric wasn’t what I expected, not through deception, just hard to see on the screen. I sent back for a refund unworn. $76 “restocking fee”. Thanks, that’s not how good companies operate. No one should do business like that, and I will be filling out reviews here and all the applicable other sites.",1,0,28
"I wished Nike had not discontinued this model, they don’t have any thing to replace it :)",4,1,28
"I bought these shoes specifically for travelling. I like to run while I am on the road for work and needed a pair that were both comfortable to run with, but also lightweight and most importantly could be squished down very flat for easy carry-on packing. I have been very happy so far with these shoes. They are pretty stylish, very comfortable to run in, and most importantly extremely light and compact.",5,1,28
Right Now I Was Looking At The Way it was made closely and I have To Give Them a Highly Accurately Detailed Bottom Sole Excellent Comfort!,5,1,28
I bought these for light jogging/gym and casual wear. After a day of break in these feel like socks on your feet. They fit true to size and feel supportive. Mind you im not running a marathon in these but for straight jogs on a road or track these are more than adequate. Bought a second pair and a few other colors I liked them so much.,5,1,28
Best shoes on the planet. Nike sucks for changing the style. I hate the new model.,5,1,28
"Hawt Dawg, these are good. I wear them to the gym. I wear them running. I wear them to your moms house. What more can you ask for?",5,1,28
"These a super light and very comfortable shoes. I normally wear an 11, but like other similar Nike shoes I wear an 11.5, and these were the same. Fit great, feel great, my new favorite casual shoe.",5,1,28
"I bought these shoes for my boyfriend. We are always biking, running, lifting... you name it. He says that the shoes feel like slippers, they are light weight, and breathable. I would definitely buy them again!",5,1,28
"It seems like with these new models company tries to use less and less material for new sneakers, soon we will be attaching just a bottom part of the shoe to the foot and go for run with Nike label, Just Do it Bro!
LOL😆
But other than that all is perfect 👌",5,1,28
These are wonderful shoes very light and comfy. Seller was awesome they seem as legit as they can be I own like 5 pairs of these since they came out I just compare them. If anyone says these shoes rip it’s because you’re supposed to tie and untie them every time also don’t fall which is pretty hard these.,5,1,28
"This is the best sneaker Nike ever made, lightweight but with lots of support for walking. I wish they had more colors to choose from.",5,1,28
"I have feet that lived in military boots for many years and had developed bunions. Many shoes have become too uncomfortable to wear but these are the exception. The flyknit fabric is forgiving on pressure points, and when worn casually, the shoes last a long time.",5,1,28
"These are lightweight and good looking, but are completely lacking in support and treads for real runners. $125 is just too expensive for a indoor gym workout shoe.",1,0,28
The fit was true to size. I think the shoe is not up to Nike quality I have come to expect. I know this is a minimalist running shoe but it has very little side to side support. Just not a good workout shoe. It is fine for just kicking around and walking but lacks the kind of stability I expect from a serous running shoe.,3,0,28
"This is a very comfortable shoe, but it did not last long. The toe area where the fabric met the sole of the shoe came apart after the second month. It started with a little tear and then got worse. They need to reinforce this show with extra stitches.,Then it would be a great shoe",2,0,28
Going to return. This tennis shoes does not feel like an engineered Nike product. Feels cheap and uncomfortable.,2,0,28
"Well designed, very good looking shoe. Price is also right as compared to other shoes like it that are selling for $50 more. The shoe is very light and at the initial wear it is slightly tight.",5,1,28
"I love these shoes, best fit for my foot ever. Too bad they are getting hard to find! Durable, light and can be worn as a tennis shoe or slipper style! This is my 5th pair.",5,1,28
Ive owned a few of these shoes and im so glad yall have them here since they’re a little hard to find because these shoes are from 2018. Thank you I’ll buy more before they run out,5,1,28
The perfect shoe for my flat feet. This is my second pair. Unfortunately Nike does not make them anymore. I am not a fan of the replacement Nike Free Runs. This version is for those who like the bear foot approach.,5,1,28
I buy a pair now and then when I can find them. These were the best designs Nike ever made for those of us in hot areas like Arizona.,5,1,28
"If you're looking for sneakers that fit like a glove, these are it. Nike should've never stopped making these! I bought another pair for backup because I love them so much. In my opinion, you should go a half size down to get that sock-like fit.",5,1,28
Every year my son-in-law asks me to get him a new pair. I guess he likes them!!,5,1,28
"I purchased these for my son. He likes them, says they are comfortable, and light. He wears them to workout. The sizing was correct.",5,1,28
"Great shoes for walking — lightest walking shoes I’ve used. Went 5 1/2 miles on my first walk — no issues. I was worried about ordering these shoes as my feet are wide, so I ordered a 1/2 size larger — perfect fit. Extremely satisfied",5,1,28
Literally broke by tying the shoelaces. That's some real cheap quality for a Nike shoe.,1,0,28
"El calzado me queda muy bien, es mi talla perfecta, además es liviano y se trota muy bien con ellos.",5,1,28
"Gave them as a gift to our son. He thinks they are the best running shoes he has ever had. According to him, they are the most comfortable shoes he owns!",5,1,28
"I’ve always wanted a pair of fly knits and these delivered perfectly very comfortable, breathable and fashionable",5,1,28
The mesh broke while trying to tie shoelaces - Poor quality,1,0,28
"My son is on the Army
And his drill Sargent recommended them. He has hardly taken them off. He loves them",5,1,28
"Got these for everyday use with short pants and considering my skinny legs. They look really nice and are light and easy to wear on and off. Fit is a little tight, if unsure go for a larger size.",5,1,28
"Got these for my dad for his birthday. He loves them! They have a stretchy tongue for his big arch, (runs in the family) and they are awesome!",5,1,28
This is a very good running shoe the material there constructed of allows ventilation to your feet so you don't sweat in the shoe. They're very light and super comfortable I paid about $110 for these during the Amazon sale.,5,1,28
"Feels great when exercising or just going around ‘running’ errands, no pun intended. If you’re new to FlyKnits try these! Cool color selection as always. Super super comfortable! A bit pricey but worth it.",5,1,28
"Nike shoes are running short. I tried many. At least 1/2 a size. I'm a 11 1/2 in a good running shoe so I had to get a size 12, this is why the toe box is a little wide but it will due for a every day shoe in a warm climate. This is not a running shoe.",4,1,28
"Been using Nike Frees for many years. These were great fit, comfortable, lightweight yet enough padding for shock absorption. The only reason I gave them a 4 star is because they squeak too much.",4,1,28
"True to size; very breathable; very comfortable. Provides a more natural run, so make sure you're used to running in a shoe with a minimal heel-toe drop before you try to rock and roll on a marathon.",5,1,28
I have run with the pairs about 30 miles. I liked the lite feel and fit.,4,1,28
love these shoes. Mesh makes it super airy so feet don't get sweaty. All day comfort,5,1,28
"Perfect fit, feel, everything!
The perfect Florida shoe!",5,1,28
My husband loves them. Looks great. Item looks better in person. Very comfortable shoe,5,1,28
light weight,5,1,28
"I work at a home improvement center, on my feet for 8 hours a day, constantly on the move. These shoes keep my feet happy. These are the third pair of Free RN flyknit I have purchased over the past two years and even the 1st pair is still in good shape. Thanks Nike for a great product.",5,1,28
Son muy Comodos perfectos para el caminar diario.,5,1,28
One Of The Best Shoes You Can Ever Own! If you don't own this shoes you do not know what you are missing. The best summer shoes ever.,5,1,28
Ok,5,1,28
"Overall, I love this shoe. It is lightweight, breathable, and great for running. However, one issue to be aware of: if walking on granite or small stones, they will get lodged in the sole, which is kind of a bummer. Also, it can be squeaky on certain surfaces.",4,1,28
Husband loved this shoe. He’s recieved compliments. Box came mangled but the shoes were in new condition!,5,1,28
Honestly the best shoes I’ve ever owned. So comfortable.,5,1,28
"Shoes ripped within 4 times wearing them, very disappointed and got a full refund",1,0,28
"These sneakers feel very light and comfortable, they probably run a bit big and this particular color looks amazing.",5,1,28
Great gift loved them,5,1,28
"These shoes are one of the most comfortable shoes I've ever worn, yet they have a very stylish but discrete design. I'm super happy, therefore I recommend it to anyone and everyone.",5,1,28
I liked its comfort,5,1,28
Bought shoes for my son for Christmas. He said it’s the most comfortable shoes he’s ever had.,5,1,28
The material stretches so it’s extremely comfortable. I use these everyday.,5,1,28
"Very comfortable shoes, great fit, nice cushion. Many compliments based on appearance.",5,1,28
"great price for the right product, bought these as a gift and they were exactly the right match to nike.",5,1,28
